keyword	tag	ent_type	parent
AcquisitionDuration	(0018,9073)	attribute	whole_slide_microscopy_image
AcquisitionDuration	(0018,9073)	attribute	enhanced_pet_image
AcquisitionDuration	(0018,9073)	attribute	xa_xrf_acquisition
AcquisitionDuration	(0018,9073)	attribute	enhanced_ct_image
AcquisitionDuration	(0018,9073)	attribute	mr_image_and_spectroscopy_instance
AcquisitionDuration	(0018,9073)	attribute	intravascular_oct_image
AcquisitionDuration	(0018,9073)	attribute	enhanced_us_image
AcquisitionDuration	(0018,9073)	attribute	enhanced_mammography_image
AcquisitionDuration	(0018,9073)	attribute	ophthalmic_tomography_image
AcquisitionMatrix	(0018,1310)	attribute	mr_image
AcquisitionNumber	(0020,0012)	attribute	ct_image
AcquisitionNumber	(0020,0012)	attribute	enhanced_pet_image
AcquisitionNumber	(0020,0012)	attribute	general_image
AcquisitionNumber	(0020,0012)	attribute	scan_procedure
AcquisitionNumber	(0020,0012)	attribute	enhanced_ct_image
AcquisitionNumber	(0020,0012)	attribute	mr_image_and_spectroscopy_instance
AcquisitionNumber	(0020,0012)	attribute	intravascular_oct_image
AcquisitionNumber	(0020,0012)	attribute	ophthalmic_tomography_image
AcquisitionStartCondition	(0018,0073)	attribute	enhanced_pet_acquisition
AcquisitionStartCondition	(0018,0073)	attribute	pet_series
AcquisitionStartConditionData	(0018,0074)	attribute	pet_series
AcquisitionTerminationCondition	(0018,0071)	attribute	enhanced_pet_acquisition
AcquisitionTerminationCondition	(0018,0071)	attribute	nm_image
AcquisitionTerminationCondition	(0018,0071)	attribute	pet_series
AcquisitionTerminationConditionData	(0018,0075)	attribute	pet_series
AcquisitionTime	(0008,0032)	attribute	general_image
AcquisitionTime	(0008,0032)	attribute	pet_image
AcquisitionTimeSynchronized	(0018,1800)	attribute	synchronization
AcquisitionType	(0018,9302)	attribute	ct_acquisition_type_sequence
AcquisitionType	(0018,9302)	attribute	acquisition_protocol_element_sequence
AcquisitionsInSeries			
ActualFrameDuration	(0018,1242)	attribute	rotation_information_sequence
ActualFrameDuration	(0018,1242)	attribute	nm_image
ActualFrameDuration	(0018,1242)	attribute	pet_image
ActualFrameDuration	(0018,1242)	attribute	cine
ActualFrameDuration	(0018,1242)	attribute	phase_information_sequence
AdditionalPatientHistory	(0010,21B0)	attribute	patient_medical
AdditionalPatientHistory	(0010,21B0)	attribute	patient_study
AdmittingDate	(0038,0020)	attribute	visit_admission
AdmittingDiagnosesCodeSequence	(0008,1084)	attribute	visit_admission
AdmittingDiagnosesCodeSequence	(0008,1084)	attribute	patient_study
AdmittingDiagnosesCodeSequence	(0008,1084)	attribute	unified_procedure_step_relationship
AdmittingDiagnosesDescription	(0008,1080)	attribute	visit_admission
AdmittingDiagnosesDescription	(0008,1080)	attribute	patient_study
AdmittingDiagnosesDescription	(0008,1080)	attribute	unified_procedure_step_relationship
AdmittingTime	(0038,0021)	attribute	visit_admission
Allergies	(0010,2110)	attribute	patient_medical
Allergies	(0010,2110)	attribute	patient_study
AnatomicRegionSequence	(0008,2218)	attribute	implant_template_group_target_anatomy_sequence
AnatomicRegionSequence	(0008,2218)	attribute	patient_positioning
AnatomicRegionSequence	(0008,2218)	attribute	vl_image
AnatomicRegionSequence	(0008,2218)	attribute	general_anatomy_mandatory
AnatomicRegionSequence	(0008,2218)	attribute	general_anatomy_required
AnatomicRegionSequence	(0008,2218)	attribute	implant_assembly_template_target_anatomy_sequence
AnatomicRegionSequence	(0008,2218)	attribute	intra_oral_image
AnatomicRegionSequence	(0008,2218)	attribute	multiple_site_general_anatomy_optional
AnatomicRegionSequence	(0008,2218)	attribute	implant_target_anatomy_sequence
AnatomicRegionSequence	(0008,2218)	attribute	hanging_protocol_definition_sequence
AnatomicRegionSequence	(0008,2218)	attribute	general_anatomy_optional
AnatomicalOrientationType	(0010,2210)	attribute	scheduled_procedure_step_sequence
AnatomicalOrientationType	(0010,2210)	attribute	general_series
AngioFlag	(0018,0025)	attribute	mr_image
AngularPosition			
AngularViewVector	(0054,0090)	attribute	nm_multi_frame
AnnotationDisplayFormatID	(2010,0030)	attribute	basic_film_box_presentation
AnodeTargetMaterial	(0018,1191)	attribute	x-ray_3d_acquisition_sequence
AnodeTargetMaterial	(0018,1191)	attribute	xa_xrf_acquisition
AnodeTargetMaterial	(0018,1191)	attribute	x_ray_acquisition_dose
AnodeTargetMaterial	(0018,1191)	attribute	x_ray_generation
AnodeTargetMaterial	(0018,1191)	attribute	enhanced_mammography_image
ApplicableSafetyStandardAgency	(0018,9174)	attribute	mr_image_and_spectroscopy_instance
ApprovalStatus	(300E,0002)	attribute	approval
AttenuationCorrected	(0018,9759)	attribute	enhanced_pet_corrections
AttenuationCorrectionMethod	(0054,1101)	attribute	pet_series
AveragePulseWidth	(0018,1154)	attribute	x_ray_acquisition
AveragePulseWidth	(0018,1154)	attribute	xa_xrf_acquisition
AveragePulseWidth	(0018,1154)	attribute	xa_plane_details_sequence
AxialAcceptance	(0054,1200)	attribute	pet_series
AxialMash	(0054,1201)	attribute	pet_series
B1rms	(0018,1320)	attribute	mr_image_and_spectroscopy_instance
B1rms	(0018,1320)	attribute	mr_image
BeamSequence	(300A,00B0)	attribute	rt_beams
BeatRejectionFlag	(0018,1080)	attribute	nm_multi_gated_acquisition
BeatRejectionFlag	(0018,1080)	attribute	us_image
BeatRejectionFlag	(0018,1080)	attribute	mr_image
BeatRejectionFlag	(0018,1080)	attribute	pet_multi_gated_acquisition
BitsAllocated	(0028,0100)	attribute	whole_slide_microscopy_image
BitsAllocated	(0028,0100)	attribute	double_floating_point_image_pixel
BitsAllocated	(0028,0100)	attribute	ct_image
BitsAllocated	(0028,0100)	attribute	enhanced_mr_image
BitsAllocated	(0028,0100)	attribute	ophthalmic_optical_coherence_tomography_b_scan_volume_analysis_image
BitsAllocated	(0028,0100)	attribute	enhanced_pet_image
BitsAllocated	(0028,0100)	attribute	image_pixel_description
BitsAllocated	(0028,0100)	attribute	floating_point_image_pixel
BitsAllocated	(0028,0100)	attribute	vl_image
BitsAllocated	(0028,0100)	attribute	enhanced_ct_image
BitsAllocated	(0028,0100)	attribute	segmentation_image
BitsAllocated	(0028,0100)	attribute	basic_grayscale_image_sequence
BitsAllocated	(0028,0100)	attribute	basic_color_image_sequence
BitsAllocated	(0028,0100)	attribute	parametric_map_image
BitsAllocated	(0028,0100)	attribute	x_ray_image
BitsAllocated	(0028,0100)	attribute	corneal_topography_map_image
BitsAllocated	(0028,0100)	attribute	intravascular_oct_image
BitsAllocated	(0028,0100)	attribute	rt_image
BitsAllocated	(0028,0100)	attribute	pet_image
BitsAllocated	(0028,0100)	attribute	ophthalmic_optical_coherence_tomography_en_face_image
BitsAllocated	(0028,0100)	attribute	rt_dose
BitsAllocated	(0028,0100)	attribute	us_image
BitsAllocated	(0028,0100)	attribute	dx_image
BitsAllocated	(0028,0100)	attribute	mr_image
BitsAllocated	(0028,0100)	attribute	ophthalmic_thickness_map
BitsAllocated	(0028,0100)	attribute	nm_image_pixel
BitsAllocated	(0028,0100)	attribute	enhanced_us_image
BitsAllocated	(0028,0100)	attribute	enhanced_mammography_image
BitsAllocated	(0028,0100)	attribute	x_ray_3d_image
BitsAllocated	(0028,0100)	attribute	ophthalmic_tomography_image
BitsStored	(0028,0101)	attribute	whole_slide_microscopy_image
BitsStored	(0028,0101)	attribute	ct_image
BitsStored	(0028,0101)	attribute	enhanced_mr_image
BitsStored	(0028,0101)	attribute	contributing_image_sources
BitsStored	(0028,0101)	attribute	ophthalmic_optical_coherence_tomography_b_scan_volume_analysis_image
BitsStored	(0028,0101)	attribute	enhanced_pet_image
BitsStored	(0028,0101)	attribute	image_pixel_description
BitsStored	(0028,0101)	attribute	vl_image
BitsStored	(0028,0101)	attribute	enhanced_ct_image
BitsStored	(0028,0101)	attribute	segmentation_image
BitsStored	(0028,0101)	attribute	basic_grayscale_image_sequence
BitsStored	(0028,0101)	attribute	basic_color_image_sequence
BitsStored	(0028,0101)	attribute	parametric_map_image
BitsStored	(0028,0101)	attribute	x_ray_image
BitsStored	(0028,0101)	attribute	corneal_topography_map_image
BitsStored	(0028,0101)	attribute	intravascular_oct_image
BitsStored	(0028,0101)	attribute	rt_image
BitsStored	(0028,0101)	attribute	pet_image
BitsStored	(0028,0101)	attribute	ophthalmic_optical_coherence_tomography_en_face_image
BitsStored	(0028,0101)	attribute	rt_dose
BitsStored	(0028,0101)	attribute	us_image
BitsStored	(0028,0101)	attribute	dx_image
BitsStored	(0028,0101)	attribute	mr_image
BitsStored	(0028,0101)	attribute	ophthalmic_thickness_map
BitsStored	(0028,0101)	attribute	nm_image_pixel
BitsStored	(0028,0101)	attribute	enhanced_us_image
BitsStored	(0028,0101)	attribute	enhanced_mammography_image
BitsStored	(0028,0101)	attribute	x_ray_3d_image
BitsStored	(0028,0101)	attribute	xa_plane_details_sequence
BitsStored	(0028,0101)	attribute	ophthalmic_tomography_image
BloodSignalNulling	(0018,9022)	attribute	mr_imaging_modifier_sequence
BluePaletteColorLookupTableDescriptor	(0028,1103)	attribute	image_pixel_description
BluePaletteColorLookupTableDescriptor	(0028,1103)	attribute	palette_color_lookup_table
BluePaletteColorLookupTableDescriptor	(0028,1103)	attribute	enhanced_palette_color_lookup_table_sequence
BluePaletteColorLookupTableDescriptor	(0028,1103)	attribute	presentation_state_classification_component_sequence
BluePaletteColorLookupTableDescriptor	(0028,1103)	attribute	supplemental_palette_color_lookup_table
BodyPartExamined	(0018,0015)	attribute	cr_series
BodyPartExamined	(0018,0015)	attribute	corneal_topography_map_series
BodyPartExamined	(0018,0015)	attribute	general_series
BodyPartThickness	(0018,11A0)	attribute	x-ray_3d_acquisition_sequence
BodyPartThickness	(0018,11A0)	attribute	x_ray_acquisition_dose
BodyPartThickness	(0018,11A0)	attribute	dx_positioning
BodyPartThickness	(0018,11A0)	attribute	enhanced_mammography_image
BoneThermalIndex	(0018,5024)	attribute	us_image
BoneThermalIndex	(0018,5024)	attribute	enhanced_us_image
BorderDensity	(2010,0100)	attribute	basic_film_box_presentation
BreastImplantPresent	(0028,1300)	attribute	mammography_image
BreastImplantPresent	(0028,1300)	attribute	breast_view
BulkMotionCompensationTechnique	(0018,9172)	attribute	bulk_motion_synchronization
BurnedInAnnotation	(0028,0301)	attribute	whole_slide_microscopy_image
BurnedInAnnotation	(0028,0301)	attribute	enhanced_mr_image
BurnedInAnnotation	(0028,0301)	attribute	ophthalmic_optical_coherence_tomography_b_scan_volume_analysis_image
BurnedInAnnotation	(0028,0301)	attribute	enhanced_pet_image
BurnedInAnnotation	(0028,0301)	attribute	general_image
BurnedInAnnotation	(0028,0301)	attribute	enhanced_ct_image
BurnedInAnnotation	(0028,0301)	attribute	parametric_map_image
BurnedInAnnotation	(0028,0301)	attribute	corneal_topography_map_image
BurnedInAnnotation	(0028,0301)	attribute	intravascular_oct_image
BurnedInAnnotation	(0028,0301)	attribute	encapsulated_document
BurnedInAnnotation	(0028,0301)	attribute	ophthalmic_optical_coherence_tomography_en_face_image
BurnedInAnnotation	(0028,0301)	attribute	dx_image
BurnedInAnnotation	(0028,0301)	attribute	ophthalmic_photography_image
BurnedInAnnotation	(0028,0301)	attribute	ophthalmic_thickness_map
BurnedInAnnotation	(0028,0301)	attribute	sc_multi_frame_image
BurnedInAnnotation	(0028,0301)	attribute	enhanced_us_image
BurnedInAnnotation	(0028,0301)	attribute	enhanced_mammography_image
BurnedInAnnotation	(0028,0301)	attribute	x_ray_3d_image
BurnedInAnnotation	(0028,0301)	attribute	ophthalmic_tomography_image
CTAdditionalXRaySourceSequence	(0018,9360)	attribute	ct_image
CTAdditionalXRaySourceSequence	(0018,9360)	attribute	ct_additional_x_ray_source
CTDIPhantomTypeCodeSequence	(0018,9346)	attribute	ct_image
CTDIPhantomTypeCodeSequence	(0018,9346)	attribute	acquisition_protocol_element_sequence
CTDIPhantomTypeCodeSequence	(0018,9346)	attribute	ct_exposure_sequence
CTDIvol	(0018,9345)	attribute	ct_image
CTDIvol	(0018,9345)	attribute	acquisition_protocol_element_sequence
CTDIvol	(0018,9345)	attribute	ct_exposure_sequence
CTExposureSequence	(0018,9321)	attribute	ct_exposure
CalciumScoringMassFactorDevice	(0018,9352)	attribute	ct_image
CalciumScoringMassFactorDevice	(0018,9352)	attribute	ct_x-ray_details_sequence
CalibrationImage	(0050,0004)	attribute	x_ray_image
CalibrationImage	(0050,0004)	attribute	ophthalmic_optical_coherence_tomography_en_face_image
CalibrationImage	(0050,0004)	attribute	dx_image
CalibrationImage	(0050,0004)	attribute	ophthalmic_photography_image
CalibrationImage	(0050,0004)	attribute	calibration_sequence
CardiacBeatRejectionTechnique	(0018,9169)	attribute	cardiac_synchronization
CardiacBeatRejectionTechnique	(0018,9169)	attribute	ct_x-ray_details_sequence
CardiacFramingType	(0018,1064)	attribute	gated_information_sequence
CardiacFramingType	(0018,1064)	attribute	cardiac_synchronization
CardiacFramingType	(0018,1064)	attribute	ct_x-ray_details_sequence
CardiacFramingType	(0018,1064)	attribute	pet_multi_gated_acquisition
CardiacNumberOfImages	(0018,1090)	attribute	mr_image
CardiacSignalSource	(0018,9085)	attribute	cardiac_synchronization
CardiacSignalSource	(0018,9085)	attribute	ct_x-ray_details_sequence
CardiacSynchronizationTechnique	(0018,9037)	attribute	cardiac_synchronization
CardiacSynchronizationTechnique	(0018,9037)	attribute	ct_x-ray_details_sequence
CassetteOrientation	(0018,1402)	attribute	cr_image
CassetteSize	(0018,1403)	attribute	cr_image
CenterOfCircularShutter	(0018,1610)	attribute	display_shutter
ChemicalShiftReference	(0018,9053)	attribute	mr_spectroscopy
CineRate	(0018,0040)	attribute	cine
ClinicalTrialCoordinatingCenterName	(0012,0060)	attribute	clinical_trial_series
ClinicalTrialCoordinatingCenterName	(0012,0060)	attribute	clinical_trial_context
ClinicalTrialProtocolID	(0012,0020)	attribute	patient_clinical_trial_participation_sequence
ClinicalTrialProtocolID	(0012,0020)	attribute	clinical_trial_subject
ClinicalTrialProtocolID	(0012,0020)	attribute	consent_for_clinical_trial_use_sequence
ClinicalTrialProtocolID	(0012,0020)	attribute	clinical_trial_context
ClinicalTrialProtocolID	(0012,0020)	attribute	approval_sequence
ClinicalTrialProtocolName	(0012,0021)	attribute	patient_clinical_trial_participation_sequence
ClinicalTrialProtocolName	(0012,0021)	attribute	clinical_trial_subject
ClinicalTrialProtocolName	(0012,0021)	attribute	clinical_trial_context
ClinicalTrialSeriesID	(0012,0071)	attribute	clinical_trial_series
ClinicalTrialSiteID	(0012,0030)	attribute	patient_clinical_trial_participation_sequence
ClinicalTrialSiteID	(0012,0030)	attribute	clinical_trial_subject
ClinicalTrialSiteID	(0012,0030)	attribute	clinical_trial_context
ClinicalTrialSiteName	(0012,0031)	attribute	patient_clinical_trial_participation_sequence
ClinicalTrialSiteName	(0012,0031)	attribute	clinical_trial_subject
ClinicalTrialSiteName	(0012,0031)	attribute	clinical_trial_context
ClinicalTrialSponsorName	(0012,0010)	attribute	patient_clinical_trial_participation_sequence
ClinicalTrialSponsorName	(0012,0010)	attribute	clinical_trial_subject
ClinicalTrialSponsorName	(0012,0010)	attribute	clinical_trial_context
ClinicalTrialSubjectID	(0012,0040)	attribute	patient_clinical_trial_participation_sequence
ClinicalTrialSubjectID	(0012,0040)	attribute	clinical_trial_subject
ClinicalTrialSubjectReadingID	(0012,0042)	attribute	patient_clinical_trial_participation_sequence
ClinicalTrialSubjectReadingID	(0012,0042)	attribute	clinical_trial_subject
ClinicalTrialTimePointDescription	(0012,0051)	attribute	clinical_trial_study
ClinicalTrialTimePointID	(0012,0050)	attribute	clinical_trial_study
CodeValue	(0008,0100)	attribute	basic_code_sequence
CodingSchemeDesignator	(0008,0102)	attribute	coding_scheme_identification_sequence
CodingSchemeDesignator	(0008,0102)	attribute	basic_code_sequence
CodingSchemeIdentificationSequence	(0008,0110)	attribute	sop_common
CodingSchemeUID	(0008,010C)	attribute	coding_scheme_identification_sequence
CoincidenceWindowWidth	(0054,1210)	attribute	enhanced_pet_acquisition
CoincidenceWindowWidth	(0054,1210)	attribute	pet_series
CollimatorGridName	(0018,1180)	attribute	detector_information_sequence
CollimatorGridName	(0018,1180)	attribute	cr_series
CollimatorGridName	(0018,1180)	attribute	pet_series
CollimatorLeftVerticalEdge	(0018,1702)	attribute	x_ray_collimator_dimensions
CollimatorLeftVerticalEdge	(0018,1702)	attribute	collimator_shape_sequence
CollimatorLowerHorizontalEdge	(0018,1708)	attribute	x_ray_collimator_dimensions
CollimatorLowerHorizontalEdge	(0018,1708)	attribute	collimator_shape_sequence
CollimatorRightVerticalEdge	(0018,1704)	attribute	x_ray_collimator_dimensions
CollimatorRightVerticalEdge	(0018,1704)	attribute	collimator_shape_sequence
CollimatorShape	(0018,1700)	attribute	x_ray_collimator
CollimatorShape	(0018,1700)	attribute	x_ray_3d_general_per_projection_acquisition
CollimatorShape	(0018,1700)	attribute	collimator_shape_sequence
CollimatorType	(0018,1181)	attribute	enhanced_pet_acquisition
CollimatorType	(0018,1181)	attribute	detector_information_sequence
CollimatorType	(0018,1181)	attribute	pet_series
CollimatorUpperHorizontalEdge	(0018,1706)	attribute	x_ray_collimator_dimensions
CollimatorUpperHorizontalEdge	(0018,1706)	attribute	collimator_shape_sequence
Columns	(0028,0011)	attribute	double_floating_point_image_pixel
Columns	(0028,0011)	attribute	reconstruction_protocol_element_sequence
Columns	(0028,0011)	attribute	contributing_image_sources
Columns	(0028,0011)	attribute	image_pixel_description
Columns	(0028,0011)	attribute	floating_point_image_pixel
Columns	(0028,0011)	attribute	basic_grayscale_image_sequence
Columns	(0028,0011)	attribute	basic_color_image_sequence
Columns	(0028,0011)	attribute	source_pixel_planes_characteristics_sequence
Columns	(0028,0011)	attribute	mr_spectroscopy_data
Columns	(0028,0011)	attribute	supported_image_display_formats_sequence
Columns	(0028,0011)	attribute	xa_plane_details_sequence
CommentsOnRadiationDose	(0040,0310)	attribute	x_ray_acquisition_dose
CommentsOnThePerformedProcedureStep	(0040,0280)	attribute	performed_procedure_step_information
CommentsOnThePerformedProcedureStep	(0040,0280)	attribute	unified_procedure_step_performed_procedure_sequence
CommentsOnThePerformedProcedureStep	(0040,0280)	attribute	performed_procedure_step_summary
CompletionFlag	(0040,A491)	attribute	sr_document_general
ComplexImageComponent	(0008,9208)	attribute	mr_spectroscopy_description
ComplexImageComponent	(0008,9208)	attribute	mr_image_description
CompressionCode			
CompressionForce	(0018,11A2)	attribute	x-ray_3d_acquisition_sequence
CompressionForce	(0018,11A2)	attribute	dx_positioning
CompressionForce	(0018,11A2)	attribute	enhanced_mammography_image
ConcatenationUID	(0020,9161)	attribute	multi_frame_functional_groups
ConceptNameCodeSequence	(0040,A043)	attribute	content_identification
ConceptNameCodeSequence	(0040,A043)	attribute	alternate_content_description_sequence
ConceptNameCodeSequence	(0040,A043)	attribute	measurements_sequence
ConceptNameCodeSequence	(0040,A043)	attribute	track_statistics_sequence
ConceptNameCodeSequence	(0040,A043)	attribute	table_row_definition_sequence
ConceptNameCodeSequence	(0040,A043)	attribute	table_column_definition_sequence
ConceptNameCodeSequence	(0040,A043)	attribute	content_item
ConceptNameCodeSequence	(0040,A043)	attribute	ophthalmic_axial_length_quality_metric
ConceptNameCodeSequence	(0040,A043)	attribute	lens_constant_sequence
ConceptNameCodeSequence	(0040,A043)	attribute	raw_data
ConceptNameCodeSequence	(0040,A043)	attribute	encapsulated_document
ConceptNameCodeSequence	(0040,A043)	attribute	numeric_value
ConceptNameCodeSequence	(0040,A043)	attribute	table_summary_statistics
ConceptNameCodeSequence	(0040,A043)	attribute	waveform_annotation_sequence
ConceptNameCodeSequence	(0040,A043)	attribute	document_content
ConfidentialityCode	(0040,1008)	attribute	requested_procedure
ConfidentialityCode	(0040,1008)	attribute	referenced_request_sequence
ContainerIdentifier	(0040,0512)	attribute	referenced_image_sequence
ContainerIdentifier	(0040,0512)	attribute	specimen
ContainerIdentifier	(0040,0512)	attribute	alternate_container_identifier_sequence
ContainerTypeCodeSequence	(0040,0518)	attribute	specimen
ContentCreatorName	(0070,0084)	attribute	protocol_context
ContentCreatorName	(0070,0084)	attribute	content_creator
ContentDate	(0008,0023)	attribute	radiotherapy_common_instance
ContentDate	(0008,0023)	attribute	key_object_document
ContentDate	(0008,0023)	attribute	waveform_identification
ContentDate	(0008,0023)	attribute	spatial_fiducials
ContentDate	(0008,0023)	attribute	ophthalmic_optical_coherence_tomography_b_scan_volume_analysis_image
ContentDate	(0008,0023)	attribute	microscopy_bulk_simple_annotations
ContentDate	(0008,0023)	attribute	general_image
ContentDate	(0008,0023)	attribute	tractography_results
ContentDate	(0008,0023)	attribute	corneal_topography_map_image
ContentDate	(0008,0023)	attribute	raw_data
ContentDate	(0008,0023)	attribute	general_ophthalmic_refractive_measurements
ContentDate	(0008,0023)	attribute	encapsulated_document
ContentDate	(0008,0023)	attribute	spatial_registration
ContentDate	(0008,0023)	attribute	ophthalmic_optical_coherence_tomography_en_face_image
ContentDate	(0008,0023)	attribute	rt_dose
ContentDate	(0008,0023)	attribute	ophthalmic_photography_image
ContentDate	(0008,0023)	attribute	multi_frame_functional_groups
ContentDate	(0008,0023)	attribute	surface_segmentation
ContentDate	(0008,0023)	attribute	deformable_spatial_registration
ContentDate	(0008,0023)	attribute	sr_document_general
ContentDate	(0008,0023)	attribute	ophthalmic_thickness_map
ContentDate	(0008,0023)	attribute	real_world_value_mapping
ContentDescription	(0070,0081)	attribute	content_identification
ContentDescription	(0070,0081)	attribute	alternate_content_description_sequence
ContentDescription	(0070,0081)	attribute	raw_data
ContentDescription	(0070,0081)	attribute	extended_content_identification
ContentDescription	(0070,0081)	attribute	enhanced_content_identification
ContentDescription	(0070,0081)	attribute	manufacturing_3d_model
ContentLabel	(0070,0080)	attribute	content_identification
ContentLabel	(0070,0080)	attribute	raw_data
ContentQualification	(0018,9004)	attribute	reconstruction_protocol_element_sequence
ContentQualification	(0018,9004)	attribute	enhanced_pet_image
ContentQualification	(0018,9004)	attribute	enhanced_ct_image
ContentQualification	(0018,9004)	attribute	reconstruction_protocol_element_sequence
ContentQualification	(0018,9004)	attribute	mr_image_and_spectroscopy_instance
ContentQualification	(0018,9004)	attribute	parametric_map_image
ContentQualification	(0018,9004)	attribute	sop_common
ContentQualification	(0018,9004)	attribute	acquisition_protocol_element_sequence
ContentQualification	(0018,9004)	attribute	enhanced_mammography_image
ContentQualification	(0018,9004)	attribute	x_ray_3d_image
ContentQualification	(0018,9004)	attribute	acquisition_protocol_element_sequence
ContentSequence	(0040,A730)	attribute	document_relationship
ContentSequence	(0040,A730)	attribute	encapsulated_document
ContentTemplateSequence	(0040,A504)	attribute	container
ContentTemplateSequence	(0040,A504)	attribute	encapsulated_document
ContentTime	(0008,0033)	attribute	radiotherapy_common_instance
ContentTime	(0008,0033)	attribute	key_object_document
ContentTime	(0008,0033)	attribute	waveform_identification
ContentTime	(0008,0033)	attribute	spatial_fiducials
ContentTime	(0008,0033)	attribute	ophthalmic_optical_coherence_tomography_b_scan_volume_analysis_image
ContentTime	(0008,0033)	attribute	microscopy_bulk_simple_annotations
ContentTime	(0008,0033)	attribute	general_image
ContentTime	(0008,0033)	attribute	tractography_results
ContentTime	(0008,0033)	attribute	vl_image
ContentTime	(0008,0033)	attribute	corneal_topography_map_image
ContentTime	(0008,0033)	attribute	raw_data
ContentTime	(0008,0033)	attribute	general_ophthalmic_refractive_measurements
ContentTime	(0008,0033)	attribute	encapsulated_document
ContentTime	(0008,0033)	attribute	spatial_registration
ContentTime	(0008,0033)	attribute	ophthalmic_optical_coherence_tomography_en_face_image
ContentTime	(0008,0033)	attribute	rt_dose
ContentTime	(0008,0033)	attribute	ophthalmic_photography_image
ContentTime	(0008,0033)	attribute	multi_frame_functional_groups
ContentTime	(0008,0033)	attribute	surface_segmentation
ContentTime	(0008,0033)	attribute	deformable_spatial_registration
ContentTime	(0008,0033)	attribute	sr_document_general
ContentTime	(0008,0033)	attribute	ophthalmic_thickness_map
ContentTime	(0008,0033)	attribute	real_world_value_mapping
ContextGroupExtensionCreatorUID	(0008,010D)	attribute	enhanced_code_sequence
ContextGroupIdentificationSequence	(0008,0123)	attribute	sop_common
ContextIdentifier	(0008,010F)	attribute	enhanced_code_sequence
ContextIdentifier	(0008,010F)	attribute	context_group_identification_sequence
ContinuityOfContent	(0040,A050)	attribute	container
ContinuityOfContent	(0040,A050)	attribute	encapsulated_document
ContrastBolusAgent	(0018,0010)	attribute	contrast_bolus
ContrastBolusAgent	(0018,0010)	attribute	x_ray_3d_general_shared_acquisition
ContrastBolusIngredient	(0018,1048)	attribute	contrast_bolus
ContrastBolusIngredientConcentration	(0018,1049)	attribute	contrast_bolus
ContrastBolusIngredientConcentration	(0018,1049)	attribute	contrast/bolus_agent_sequence
ContrastBolusRoute	(0018,1040)	attribute	contrast_bolus
ContrastBolusStartTime	(0018,1042)	attribute	contrast_bolus
ContrastBolusStartTime	(0018,1042)	attribute	contrast_administration_profile_sequence
ContrastBolusStopTime	(0018,1043)	attribute	contrast_bolus
ContrastBolusStopTime	(0018,1043)	attribute	contrast_administration_profile_sequence
